name,id,nametype,recclass,mass,fall,year,reclat,reclong
Dhofar 1584,52590,Valid,H5,194,Found,2004,18.42083,54.428
Dhofar 1013,6814,Valid,L4,194.05,Found,2003,18.5552,54.01572
Abar al' Uj 001,51399,Valid,H3.8,194.34,Found,2008,22.72192,48.95937
Allan Hills 84024,627,Valid,Aubrite,194.4,Found,1984,-76.872,158.54311
Allan Hills A78127,1742,Valid,L6,194.5,Found,1978,-76.71667,159.66667
Allan Hills A81040,2000,Valid,L4,194.5,Found,1981,-76.68455,159.26114
Allan Hills 84115,717,Valid,H6,194.5,Found,1984,-77.04366,157.09028
Pecora Escarpment 91439,18730,Valid,LL6,194.5,Found,1991,-85.68217,-68.2347
Hammadah al Hamra 255,11738,Valid,L6,194.5,Found,1998,28.94967,13.08067
Elephant Moraine 90354,8763,Valid,L6,194.6,Found,1990,-76.26807,156.41942
Yamato 791963,27312,Valid,H5,194.68,Found,1979,-71.5,35.66667
Acfer 044,54,Valid,L6,195,Found,1989,27.55,4
Dar al Gani 393,5941,Valid,L6,195,Found,1997,27.4355,16.26633
Aoufous,2314,Valid,Eucrite-mmict,195,Found,2000,31.66667,-4.06667
Dhofar 1060,6866,Valid,H5,195,Found,2000,19.00248,54.53837
Dhofar 764,7510,Valid,H5,195,Found,2000,18.83062,54.76645
Dhofar 768,7514,Valid,H5/6,195,Found,2000,18.81928,54.61427
Elephant Moraine 96050,9644,Valid,H5,195.1,Found,1996,-76.18333,157.16667
Yamato 791545,26894,Valid,L4,195.17,Found,1979,-71.5,35.66667
Reckling Peak 86702,22405,Valid,L6,195.2,Found,1986,-76.24615,158.62928
Ramlat al Wahibah 031,45902,Valid,H4,195.35,Found,2006,21.27327,58.39645
Queen Alexandra Range 99451,21897,Valid,L6,195.5,Found,1999,-84,168
Hammadah al Hamra 252,11735,Valid,L5-6,195.56,Found,1997,29.01517,12.66783
Asuka 881637,4346,Valid,L3,195.62,Found,1988,-72,26
Allan Hills A81102,2062,Valid,H6,196,Found,1981,-76.69861,159.39583
Reckling Peak 86703,22406,Valid,H6,196,Found,1986,-76.24209,158.63823
Hammadah al Hamra 130,11613,Valid,H4/5,196,Found,1995,28.46233,13.1945
Dar al Gani 675,6222,Valid,H5,196,Found,1999,27,16.4
Dar al Gani 817,6364,Valid,H6,196,Found,2000,27.41317,16.2795
Dhofar 426,7204,Valid,L6,196,Found,2001,18.70828,54.57485
Dhofar 855,7601,Valid,LL4,196,Found,2001,18.31167,54.145
Meteorite Hills 01026,16259,Valid,LL5,196.2,Found,2001,-79.68333,159.75
Wisconsin Range 90303,24289,Valid,L5,196.4,Found,1990,-84.75,-125
Queen Alexandra Range 94243,19881,Valid,H6,196.4,Found,1994,-84,168
Allan Hills 94001,1258,Valid,L/LL4,196.5,Found,1994,-76.71667,159.66667
Lewis Cliff 86085,13024,Valid,H6,196.9,Found,1986,-84.27923,161.61095
MacAlpine Hills 87318,15261,Valid,LL6,196.9,Found,1987,-84.21667,160.5
Hammadah al Hamra 093,11576,Valid,LL3.9,197,Found,1995,28.66467,13.38117
Hammadah al Hamra 154,11637,Valid,H6,197,Found,1995,28.617,13.40033
Dhofar 614,7371,Valid,L6,197,Found,2001,19.25775,54.78192
Dhofar 1085,6893,Valid,Lunar (anorth),197,Found,2003,19.3281,54.77718
Grove Mountains 053721,50578,Valid,L6,197.06,Found,2006,-72.78028,75.27417
Yamato 86751,30257,Valid,CV3,197.26,Found,1986,-71.5,35.66667
Wisconsin Range 91618,24308,Valid,LL4,197.6,Found,1991,-86.15229,-124.29004
Grove Mountains 054472,50629,Valid,H3,197.71,Found,2006,-72.91611,75.10028
Acfer 293,301,Valid,LL6,198,Found,1992,27.66583,4.19056
Dar al Gani 365,5913,Valid,L6,198,Found,1997,27.841,15.86817
Queen Alexandra Range 99081,21533,Valid,LL5,198,Found,1999,-84,168
Hammadah al Hamra 337,32786,Valid,CK4,198,Found,2001,29.48333,12.12333
Yamato 790531,25880,Valid,LL,198.08,Found,1979,-71.5,35.66667
Elephant Moraine 83396,8031,Valid,L6,198.3,Found,1983,-76.305,157.19611
Asuka 881181,3890,Valid,L3,198.3,Found,1988,-72,26
Queen Alexandra Range 99034,21486,Valid,L6,198.3,Found,1999,-84,168
Sayh al Uhaymir 194,23367,Valid,L6,198.36,Found,2001,21.03578,57.32825
Allan Hills A78107,1722,Valid,H5,198.4,Found,1978,-76.71667,159.66667
Jiddat al Harasis 679,56232,Valid,H5,198.4,Found,2011,19.66767,55.68198
Meteorite Hills 01041,16274,Valid,L5,198.6,Found,2001,-79.68333,159.75
Meteorite Hills 01048,16281,Valid,L5,198.6,Found,2001,-79.68333,159.75
Asuka 881498,4207,Valid,L3.9,198.78,Found,1988,-72,26
Lewis Cliff 86083,13022,Valid,H5,198.9,Found,1986,-84.27889,161.61096
Dhofar 1446,51595,Valid,H5,198.9,Found,2003,19.4514,54.6524
Asuka 9004,4837,Valid,L6,198.92,Found,1990,-72,26
Asuka 881236,3945,Valid,H3.1,198.93,Found,1988,-72,26
Jiddat al Harasis 273,35590,Valid,L6,198.95,Found,2005,19.94863,56.0315
Oldman Mountain,56392,Valid,H5,198.96,Found,2008,33.67248,-114.2917
Dar al Gani 035,5551,Valid,H5,199,Found,1995,27.08683,16.17483
Dar al Gani 063,5579,Valid,H5,199,Found,1995,27.4055,16.32833
Scott Glacier 98201,23464,Valid,L6,199,Found,1998,-87.03333,-148
San Juan 027,49506,Valid,H3-5,199,Found,2008,-25.442667,-69.871167
Ramlat as Sahmah 327,52003,Valid,L6,199,Found,2009,20.41363,56.47823
Grosvenor Mountains 95557,11285,Valid,LL5,199.1,Found,1995,-85.66667,175
Mount Prestrud 95403,16789,Valid,L6,199.1,Found,1995,-86.56667,-165.11667
Yamato 790987,26336,Valid,H4,199.21,Found,1979,-71.5,35.66667
Dhofar 802,7548,Valid,H6,199.43,Found,2001,19.05233,54.54195
Lewis Cliff 85311,12781,Valid,CM2,199.5,Found,1985,-84.2698,161.46
Jiddat al Harasis 336,45860,Valid,H4-6,199.51,Found,2006,19.90265,55.655383
Allan Hills A77292,1602,Valid,L6,199.6,Found,1977,-76.71667,159.66667
Elephant Moraine 96057,9651,Valid,L6,199.7,Found,1996,-76.18333,157.16667
Yamato 791574,26923,Valid,L5/6,199.73,Found,1979,-71.5,35.66667
Yamato 791973,27322,Valid,H4,199.87,Found,1979,-71.5,35.66667
Elephant Moraine A79007,10008,Valid,H5,199.9,Found,1979,-76.2886,157.22118
Yamato 82038,29232,Valid,H3.2-an,199.9,Found,1982,-71.5,35.66667
Grove Mountains 021482,46738,Valid,L6,199.9,Found,2003,-72.93972,75.30139
Dhofar 1684,56190,Valid,H5,199.9,Found,2011,19.61972,54.14843
Wingellina,24284,Valid,H4,200,Found,1958,-26.05,128.95
New Moore (b),16959,Valid,OC,200,Found,1975,33.11833,-102.11333
Zulu Queen,30414,Valid,L3.7,200,Found,1976,33.98333,-115.68333
Acfer 088,97,Valid,L6,200,Found,1990,27.75,4.43333
Acfer 146,155,Valid,H5,200,Found,1990,27.63333,4.08333
Lago Valscura,32764,Valid,H5,200,Found,1995,44.19167,7.20028
Dar al Gani 689,6236,Valid,H4-5,200,Found,1999,27.28333,16.1
Dar al Gani 755,6302,Valid,L6,200,Found,1999,27.85,15.884
Northwest Africa 779,17850,Valid,CV3,200,Found,1999,31.83333,-3.66667
Dar al Gani 918,6459,Valid,H3-5,200,Found,2000,27.2,16.08333
Dhofar 147,6932,Valid,L4,200,Found,2000,18.43583,54.2355
Sayh al Uhaymir 092,23284,Valid,LL5,200,Found,2000,21.17017,56.68283
Dhofar 313,7096,Valid,H5,200,Found,2001,18.45167,54.03167
Acfer 386,44851,Valid,L5,200,Found,2004,27.36017,3.7
Bir Zar 008,48911,Valid,H6,200,Found,2008,31.92644,10.18961
United Arab Emirates 006,51029,Valid,L4,200,Found,2009,22.70047,55.10425
Yucca 017,57159,Valid,H5,200,Found,2011,34.81923,-114.27735
Queen Alexandra Range 90227,19032,Valid,L5,200.1,Found,1990,-84.59617,162.28531
Allan Hills A78074,1689,Valid,L6,200.2,Found,1978,-76.71667,159.66667
Grove Mountains 024060,48125,Valid,H5,200.2,Found,2003,-72.981944,75.246389
Pine Dam,18825,Valid,L5,200.4,Found,1976,-30.41667,138
Queen Alexandra Range 99086,21538,Valid,H6,200.4,Found,1999,-84,168
MacAlpine Hills 88129,15293,Valid,H5,200.5,Found,1988,-84.21667,160.5
Ramlat as Sahmah 002,22378,Valid,H6,200.51,Found,2003,20.24332,56.45165
Allan Hills 85031,897,Valid,H6,200.6,Found,1985,-76.89914,156.5252
Grosvenor Mountains 95546,11274,Valid,L3.8,200.8,Found,1995,-85.66667,175
Graves Nunataks 98020,11012,Valid,L5,200.9,Found,1998,-86.71667,-141.5
Lake Frome 002,12439,Valid,H5,201,Found,1992,-30.71061,140.15142
Dhofar 112,6897,Valid,L6,201,Found,2000,18.178,54.10467
Sayh al Uhaymir 032,23224,Valid,L6,201,Found,2000,21.054,57.27683
Meteorite Hills 01045,16278,Valid,LL5,201,Found,2001,-79.68333,159.75
Asuka 880997,3706,Valid,L6,201.02,Found,1988,-72,26
Asuka 881710,4419,Valid,L6,201.05,Found,1988,-72,26
Allan Hills 84104,706,Valid,L6,201.1,Found,1984,-77.01648,156.97919
MacAlpine Hills 88124,15288,Valid,H4,201.1,Found,1988,-84.21667,160.5
Pecora Escarpment 91106,18397,Valid,L6,201.1,Found,1991,-85.68523,-67.77657
Sayh al Uhaymir 288,34011,Valid,L~5,201.1,Found,2004,20.5274,57.13517
Shalim 011,51964,Valid,H4,201.2,Found,2009,18.90015,55.59347
Elephant Moraine 87583,8133,Valid,L6,201.3,Found,1987,-76.05861,156.38781
Jiddat al Harasis 594,51943,Valid,H5,201.3,Found,2009,19.41842,56.69635
Asuka 881023,3732,Valid,H5,201.32,Found,1988,-72,26
Yamato 74036,24414,Valid,L6,201.4,Found,1974,-71.815,36.19306
Meteorite Hills 00422,15657,Valid,Diogenite,201.5,Found,2000,-79.68333,155.75
Frontier Mountain 99031,10824,Valid,L3,201.6,Found,1999,-72.9625,160.5675
Yamato 81026,29087,Valid,L6,201.67,Found,1981,-71.5,35.66667
Asuka 881999,4708,Valid,H4,201.75,Found,1988,-72,26
Allan Hills 84090,692,Valid,L6,201.8,Found,1984,-76.82607,158.22142
Lewis Cliff 87043,13517,Valid,H5,201.8,Found,1987,-84.28333,161.08333
Grosvenor Mountains 95554,11282,Valid,H6,201.9,Found,1995,-85.66667,175
Elephant Moraine 90468,8877,Valid,L6,202,Found,1990,-76.26931,156.41114
Acfer 251,259,Valid,LL5-6,202,Found,1991,27.50972,3.88056
Wildcat Peak,24266,Valid,H5,202,Found,1998,32.56533,-111.7255
Dar al Gani 971,6511,Valid,L6,202,Found,1999,26.89367,16.62617
Dar al Gani 792,6339,Valid,LL3,202,Found,2000,26.91383,16.465
Jiddat al Harasis 018,12106,Valid,L6,202,Found,2000,19.29167,55.24333
Ramlat as Sahmah 207,35641,Valid,L6,202.01,Found,2003,20.6322,56.08783
Grosvenor Mountains 95559,11287,Valid,H4,202.2,Found,1995,-85.66667,175
Queen Alexandra Range 93056,19145,Valid,L5,202.4,Found,1993,-84.57573,162.0759
Grosvenor Mountains 95558,11286,Valid,L3,202.4,Found,1995,-85.66667,175
Asuka 881906,4615,Valid,LL4,202.53,Found,1988,-72,26
Ramlat as Sahmah 231,35663,Valid,H5,202.53,Found,2003,20.55407,55.92178
Kitchener,12326,Valid,L6,202.6,Fell,1998,43.38333,-80.38333
Yamato 86705,30211,Valid,L3.9,202.69,Found,1986,-71.5,35.66667
Allan Hills 83012,532,Valid,H5,202.7,Found,1983,-76.71356,158.77754
Yamato 792662,28011,Valid,H4,202.71,Found,1979,-71.5,35.66667
Brachina,5127,Valid,Brachinite,202.9,Found,1974,-31.3,138.38333
Graves Nunataks 98005,10997,Valid,CM2,202.9,Found,1998,-86.71667,-141.5
Acfer 274,282,Valid,H6,203,Found,1991,27.63389,4.18722
Dhofar 048,6747,Valid,H5,203,Found,1999,19.1495,54.7555
Hammadah al Hamra 265,11748,Valid,LL6,203,Found,2000,28.43917,12.88533
Los Vientos 026,57336,Valid,L~6,203,Found,2011,-24.68333,-69.76667
Asuka 87329,2686,Valid,H4,203.2,Found,1987,-72,26
Elephant Moraine 83241,7882,Valid,L6,203.3,Found,1983,-76.27111,157.15972
Elephant Moraine 83399,8034,Valid,L3.3-3.6,203.3,Found,1983,-76.31806,157.26056
Yamato 74165,24543,Valid,L4,203.4,Found,1974,-71.73472,35.875
Reckling Peak A79002,22462,Valid,L6,203.6,Found,1979,-76.26667,159.25
Yamato 791413,26762,Valid,L6,203.61,Found,1979,-71.5,35.66667
Ramlat as Sahmah 281,51868,Valid,H3-6,203.7,Found,2009,20.57092,56.38847
Dar al Gani 124,5674,Valid,H6,204,Found,1996,27.1185,16.10333
Dar al Gani 966,6506,Valid,L4,204,Found,1998,26.89633,16.5795
Dar al Gani 908,6455,Valid,H6,204,Found,2000,27.06517,16.13983
Dhofar 524,7285,Valid,L5,204,Found,2000,19.09833,54.5
Dhofar 535,7296,Valid,Chondrite-ung,204,Found,2000,19.33333,54.795
Dhofar 1309,34525,Valid,H4,204,Found,2004,19.29105,54.5635
Dar al Gani 949,6489,Valid,L6,204.01,Found,2000,27.8985,15.86367
MacAlpine Hills 88127,15291,Valid,L5,204.1,Found,1988,-84.21667,160.5
Asuka 881101,3810,Valid,LL4,204.18,Found,1988,-72,26
Jiddat al Harasis 460,48611,Valid,H6,204.214,Found,2007,19.754,56.34238
Grove Mountains 052034,46961,Valid,L6,204.4,Found,2006,-72.77833,75.31806
Asuka 881151,3860,Valid,H6,204.42,Found,1988,-72,26
Graves Nunataks 95214,10974,Valid,H5,204.5,Found,1995,-86.71667,-141.5
Jiddat al Harasis 092,12151,Valid,H4-5,204.55,Found,1998,19.20567,56.73055
Yamato 791452,26801,Valid,L5,204.59,Found,1979,-71.5,35.66667
Allan Hills 85043,909,Valid,H5,204.7,Found,1985,-76.91425,156.5072
Elephant Moraine 92043,9445,Valid,L6,204.7,Found,1992,-76.05511,156.03014
Shi��r 029,23564,Valid,H5,204.71,Found,1998,18.1501,53.80047
Grove Mountains 022032,46822,Valid,L6,204.8,Found,2003,-72.7825,75.30167
Elephant Moraine 83364,8000,Valid,L6,204.9,Found,1983,-76.30417,157.17306
Yamato 74462,24840,Valid,H6,205,Found,1974,0,35.66667
Acfer 008,18,Valid,H5,205,Found,1989,27.53333,3.7
Dar al Gani 013,5529,Valid,R3.5-6,205,Found,1995,27.1295,16.3435
Hammadah al Hamra 104,11587,Valid,L6,205,Found,1995,28.67683,13.42217
Dar al Gani 224,5772,Valid,H6,205,Found,1996,27.56417,16.15217
Dhofar 1043,6847,Valid,H4/5,205,Found,2000,18.91903,54.71077
Dhofar 703,7459,Valid,L5,205,Found,2001,19.17333,54.875
Dhofar 707,7463,Valid,L5,205,Found,2001,18.425,54.16
La Yesera 001,12406,Valid,H6,205,Found,2003,-23.2705,-70.483
United Arab Emirates 004,51027,Valid,H5,205,Found,2009,22.69922,55.08811
Queen Alexandra Range 90238,19043,Valid,L5,205.1,Found,1990,-84.59515,162.3055
Elephant Moraine 99410,9953,Valid,L6,205.1,Found,1999,-76.18333,157.16667
Meteorite Hills 00401,15636,Valid,"Iron, IIIAB",205.1,Found,2000,-79.68333,155.75
Yamato 74374,24752,Valid,H4,205.2,Found,1974,-71.5,35.66667
Yamato 791562,26911,Valid,H4,205.32,Found,1979,-71.5,35.66667
Asuka 87147,2504,Valid,Diogenite,205.39,Found,1987,-72,26
Meteorite Hills 01061,16294,Valid,H5,205.4,Found,2001,-79.68333,159.75
Ramlat as Sahmah 238,35670,Valid,H4,205.43,Found,2005,20.59672,56.15298
Elephant Moraine 96055,9649,Valid,H5,205.5,Found,1996,-76.18333,157.16667
Yamato 791048,26397,Valid,H6,205.53,Found,1979,-71.5,35.66667
Umm as Samim 013,51877,Valid,L6,205.6,Found,2009,21.3728,56.31377
Queen Alexandra Range 97021,20428,Valid,LL5,205.7,Found,1997,-84,168
Queen Alexandra Range 99194,21645,Valid,L5,205.8,Found,1999,-84,168
Allan Hills A81039,1999,Valid,H5,205.9,Found,1981,-76.69333,159.18333
Jiddat al Harasis 418,48569,Valid,H4,205.926,Found,2007,19.79233,56.42625
Yamato 74011,24389,Valid,Diogenite,206,Found,1974,-71.83278,36.29167
Yamato 790740,26089,Valid,L5,206,Found,1979,-71.5,35.66667
Acfer 027,37,Valid,H5,206,Found,1989,27.66667,4.2
Acfer 155,164,Valid,L6,206,Found,1990,27.66667,4.25
Dar al Gani 252,5800,Valid,LL6,206,Found,1997,27.1145,16.35517
Dar al Gani 426,5974,Valid,H4/5,206,Found,1998,27.37933,16.45817
Dhofar 130,6915,Valid,L5,206,Found,2000,19.1795,54.88733
Dhofar 237,7021,Valid,H5,206,Found,2000,19.17667,54.625
Northwest Africa 1201,17153,Valid,H4,206,Found,2000,28.00083,-9.27
Dhofar 579,7340,Valid,H5/6,206,Found,2001,18.71983,54.19695
Dhofar 621,7378,Valid,L6,206,Found,2001,19.32458,54.8239
Yamato 794042,28996,Valid,L4,206.08,Found,1979,-71.5,35.66667
Queen Alexandra Range 97022,20429,Valid,H5,206.4,Found,1997,-84,168
Sayh al Uhaymir 169,23356,Valid,Lunar (anorth),206.45,Found,2002,20.57318,57.32333
Yamato 794047,29001,Valid,H4,206.5,Found,1979,-71.5,35.66667
Yamato 794046,29000,Valid,H4,206.65,Found,1979,-71.5,35.66667
Jiddat al Harasis 634,52792,Valid,LL4,206.9,Found,2010,19.8356,56.40041
Yamato 793374,28723,Valid,L3.6,206.91,Found,1979,-71.5,35.66667
Yamato 790417,25766,Valid,H5,207,Found,1979,-71.5,35.66667
Acfer 018,28,Valid,H5,207,Found,1989,27.7,4.08333
Tanezrouft 026,23827,Valid,H5,207,Found,1991,25.52611,0.60056
Aguemour 011,410,Valid,H4,207,Found,1993,27.35028,4.2025
Dhofar 352,7135,Valid,L6,207,Found,2000,18.67437,54.5418
Dhofar 714,7470,Valid,H5,207,Found,2000,18.25167,54.425
Markovka (b),30755,Valid,L5,207,Found,2003,52.42405,79.68128
Sayh al Uhaymir 174,31323,Valid,L6,207,Found,2004,21.06445,57.29923
Dar al Gani 1061,56304,Valid,Ureilite,207,Found,2010,27.23017,16.48833
Patuxent Range 91510,18129,Valid,L6,207.3,Found,1991,-84.96811,-67.46166
Pecora Escarpment 91061,18352,Valid,L6,207.4,Found,1991,-85.63333,-68.7
Thiel Mountains 91707,23935,Valid,H5,207.4,Found,1991,-85.16511,-94.55301
Allan Hills 84094,696,Valid,H5,207.6,Found,1984,-76.87818,157.00095
Jiddat al Harasis 651,55655,Valid,H3.9,207.62,Found,2010,19.68107,56.451
Asuka 881774,4483,Valid,H4,207.67,Found,1988,-72,26
Allan Hills A77223,1534,Valid,H4,207.9,Found,1977,-76.71667,159.66667
Yamato 790266,25615,Valid,Eucrite-pmict,208,Found,1979,-71.5,35.66667
Acfer 082,91,Valid,CV3,208,Found,1990,27.5,3.48333
Dhofar 1044,6848,Valid,L5/6,208,Found,2000,18.86492,54.64965
Dhofar 163,6948,Valid,LL5,208,Found,2000,19.14611,54.40111
Dhofar 850,7596,Valid,LL3,208,Found,2002,18.61833,54.155
Northwest Africa 6888,54490,Valid,Lunar,208,Found,2011,24.64283,-14.68783
Meteorite Hills 00526,15761,Valid,L(LL)3.05,208.2,Found,2000,-79.68333,159.75
Dhofar 1504,53793,Valid,L~5,208.2,Found,2009,18.2238,54.2463
Jiddat al Harasis 300,35618,Valid,L5,208.35,Found,2005,19.81988,56.44577
Meteorite Hills 00481,15716,Valid,L5,208.37,Found,2000,-79.68333,155.75
Lewis Cliff 87004,13479,Valid,Eucrite-pmict,208.4,Found,1987,-84.36015,161.31654
Jiddat al Harasis 559,51426,Valid,H3.7/3.8,208.6,Found,2008,19.83992,56.10517
Grove Mountains 022043,46828,Valid,L6,208.7,Found,2003,-72.77861,75.31528
Yamato 74038,24416,Valid,H5,208.9,Found,1974,-71.825,36.24028
Dar al Gani 096,5612,Valid,H5,209,Found,1996,27.1025,16.23817
Hammadah al Hamra 231,11714,Valid,L5,209,Found,1997,29.13617,11.92567
Dhofar 436,7213,Valid,H5,209,Found,2001,18.91728,54.71143
Dhofar 708,7464,Valid,H3,209,Found,2001,18.345,54.175
Grove Mountains 020059,46650,Valid,L4,209,Found,2003,-72.99417,75.20528
Hammadah al Hamra 330,30718,Valid,L6,209,Found,2003,28.46847,12.89732
Pecora Escarpment 91055,18346,Valid,L5,209.2,Found,1991,-85.67735,-69.03926
Grosvenor Mountains 95563,11291,Valid,L6,209.4,Found,1995,-85.66667,175
Jiddat al Harasis 315,35632,Valid,H5,209.72,Found,2005,19.65315,55.69378
San Juan 003,48680,Valid,H5,209.896,Found,2007,-25.446167,-69.858667
Monticello,16728,Valid,Howardite,210,Found,1982,36.95,-84.9
Hammadah al Hamra 088,11571,Valid,H6,210,Found,1995,28.58483,13.38733
Dar al Gani 353,5901,Valid,H3-5,210,Found,1997,27.5965,15.8705
Dar al Gani 633,6180,Valid,LL5,210,Found,1998,26.919,16.6775
Dar al Gani 940,6481,Valid,L6,210,Found,2000,27.5,16.2
Asuka 881835,4544,Valid,H5,210.06,Found,1988,-72,26
Asuka 881617,4326,Valid,L6,210.15,Found,1988,-72,26
Pecora Escarpment 91002,18293,Valid,R3.8-6,210.2,Found,1991,-85.66706,-67.88631
Allan Hills A81111,2071,Valid,H6,210.3,Found,1981,-76.82468,158.21135
Lewis Cliff 85300,12773,Valid,Eucrite-pmict,210.3,Found,1985,-84.29185,161.31334
Sayh al Uhaymir 464,51663,Valid,LL5,210.3,Found,2008,20.02557,56.55827
Allan Hills 90405,1248,Valid,L4,210.4,Found,1990,-76.73758,159.40921
Grove Mountains 090863,57402,Valid,L4,210.41,Found,2010,-72.77886,75.31447
Sayh al Uhaymir 236,23409,Valid,H6,210.49,Found,2002,20.54373,57.1285
Jiddat al Harasis 446,48597,Valid,L4,210.578,Found,2007,19.60792,56.43172
Meteorite Hills 00519,15754,Valid,LL6,210.8,Found,2000,-79.68333,155.75
Acfer 153,162,Valid,H3.6-6,211,Found,1990,27.53333,3.95
Acfer 168,177,Valid,L6,211,Found,1990,27.6,3.98333
Dar al Gani 221,5769,Valid,H4-6,211,Found,1996,27.44317,16.32933
Dar al Gani 877,6424,Valid,H5,211,Found,2000,27.08333,16.11667
Acfer 351,357,Valid,L6,211,Found,2001,27.7,4.13333
Catalina 033,57301,Valid,L~6,211,Found,2010,-25.23333,-69.71667
Dhofar 1717,57431,Valid,L3,211,Found,2010,19.08188,54.71472
Asuka 87317,2674,Valid,H6,211.13,Found,1987,-72,26
Elephant Moraine 83232,7874,Valid,Eucrite-pmict,211.2,Found,1983,-76.28861,157.23194
Acfer 334,341,Valid,L6,211.25,Found,2002,27.65,4.38333
Elephant Moraine 87569,8119,Valid,L6,211.3,Found,1987,-76.27543,156.50174
Allan Hills A78040,1656,Valid,Eucrite-pmict,211.7,Found,1978,-76.71667,159.66667
Queen Alexandra Range 99457,21903,Valid,L6,211.7,Found,1999,-84,168
Meteorite Hills 01015,16248,Valid,LL5,211.7,Found,2001,-79.68333,159.75
Patuxent Range 91507,18126,Valid,L6,211.8,Found,1991,-84.96005,-67.58217
Queen Alexandra Range 99080,21532,Valid,H6,211.9,Found,1999,-84,168
Acfer 258,266,Valid,H6,212,Found,1991,27.67056,4.34611
Dar al Gani 112,5662,Valid,L5/6,212,Found,1996,27.1675,16.14067
Dhofar 775,7521,Valid,H5,212,Found,2000,18.90333,54.70452
Dhofar 954,30534,Valid,H4,212,Found,2002,18.535,54.13333
Sayh al Uhaymir 525,52617,Valid,Ureilite,212,Found,2006,20.9645,56.72033
United Arab Emirates 005,51028,Valid,H6,212,Found,2009,22.69944,55.09503
Jiddat al Harasis 799,57428,Valid,LL6,212,Found,2012,19.77278,56.38982
Allan Hills 84113,715,Valid,H6,212.1,Found,1984,-76.74688,158.8072
Lewis Cliff 87042,13516,Valid,L6,212.1,Found,1987,-84.36776,161.25817
Roosevelt County 096,22751,Valid,L5,212.2,Found,1996,34.09167,-103.67667
Sayh al Uhaymir 412,35701,Valid,L5,212.28,Found,2005,20.0093,56.50733
Elephant Moraine 83378,8014,Valid,L6,212.3,Found,1983,-76.32861,157.23
Allan Hills 85001,867,Valid,Eucrite-Mg rich,212.3,Found,1985,-76.8389,156.45213
Asuka 881383,4092,Valid,H4,212.35,Found,1988,-72,26
Queen Alexandra Range 90242,19047,Valid,L5,212.5,Found,1990,-84.6082,162.15934
Asuka 881876,4585,Valid,LL3,212.66,Found,1988,-72,26
Umm as Samim 031,55427,Valid,H6,212.69,Found,2010,21.02358,55.56297
Northwest Africa 4590,44983,Valid,Angrite,212.8,Found,2006,30.31708,-4.94288
Ramlat as Sahmah 414,55509,Valid,H5,212.82,Found,2010,20.34138,56.20582
Asuka 882040,4749,Valid,L6,212.85,Found,1988,-72,26
Elephant Moraine 90454,8863,Valid,L6,212.9,Found,1990,-76.28433,156.46066
Hammadah al Hamra 035,11518,Valid,H5,213,Found,1990,28.81667,12.55
Acfer 290,298,Valid,L6,213,Found,1992,27.54528,4.04861
Dar al Gani 031,5547,Valid,H5/6,213,Found,1995,27.18717,16.189
Dar al Gani 001,5517,Valid,LL6,213,Found,1995,27.11767,16.0745
Dar al Gani 321,5869,Valid,H5,213,Found,1997,27.09867,16.14133
Dar al Gani 704,6251,Valid,L6,213,Found,1999,26.96667,16.38333
Sayh al Uhaymir 027,23219,Valid,H5,213,Found,2000,20.9675,57.3235
Tanezrouft 081,31342,Valid,H5,213,Found,2003,25.24032,0.19848
Dhofar 1428,35415,Valid,Lunar,213,Found,2006,18.89067,54.33933
Yamato 790981,26330,Valid,Ureilite,213.01,Found,1979,-71.5,35.66667
Asuka 882087,4796,Valid,L6,213.2,Found,1988,-72,26
LaPaz Icefield 02371,12638,Valid,LL5,213.2,Found,2002,-86.36667,-70
Dhofar 1528,54876,Valid,Lunar (feldsp. breccia),213.2,Found,2009,18.46883,54.17483
Allan Hills 83011,531,Valid,L5,213.3,Found,1983,-76.69389,159.3875
Grosvenor Mountains 95551,11279,Valid,Chondrite-ung,213.4,Found,1995,-85.66667,175
MacAlpine Hills 88125,15289,Valid,H6,213.5,Found,1988,-84.21667,160.5
Asuka 882055,4764,Valid,L4,213.51,Found,1988,-72,26
Queen Alexandra Range 97037,20444,Valid,L6,213.8,Found,1997,-84,168
Yamato 74663,25041,Valid,LL6,213.9,Found,1974,-71.5,35.66667
Allan Hills 84092,694,Valid,L6,213.9,Found,1984,-76.89987,156.97472
Allan Hills 84102,704,Valid,L6,213.9,Found,1984,-76.91024,156.79453
Dhofar 992,30556,Valid,L6,213.9,Found,2004,19.31783,54.7295
Dar al Gani 1026,34018,Valid,L3,214,Found,1999,26.907,16.6815
Dar al Gani 815,6362,Valid,H5,214,Found,2000,26.98333,16.46167
Sayh al Uhaymir 311,34538,Valid,H4,214,Found,2004,21.00167,57.31167
Catalina 030,57298,Valid,H~5,214,Found,2010,-25.23333,-69.71667
Allan Hills A78042,1658,Valid,L6,214.1,Found,1978,-76.71667,159.66667
Queen Alexandra Range 99032,21484,Valid,L5,214.1,Found,1999,-84,168
Queen Alexandra Range 93048,19137,Valid,L5,214.3,Found,1993,-84.57526,162.93706
Allan Hills 84091,693,Valid,H5,214.6,Found,1984,-77.03872,157.21351
Allan Hills 84108,710,Valid,H6,214.8,Found,1984,-76.90198,156.76583
Queen Alexandra Range 97042,20449,Valid,LL5,214.8,Found,1997,-84,168
Yamato 791477,26826,Valid,H4/5,214.87,Found,1979,-71.5,35.66667
