name,id,nametype,recclass,mass,fall,year,reclat,reclong
Asuka 881857,4566,Valid,LL5,1182.89,Found,1988,-72,26
Meteorite Hills 00446,15681,Valid,L5,1181.3,Found,2000,-79.68333,155.75
Wisconsin Range 91623,24313,Valid,L6,1180.5,Found,1991,-86.53725,-123.12291
Dhofar 289,7072,Valid,H6,1180,Found,2001,18.33333,54.19333
Dhofar 202,6986,Valid,H4-5,1178.1,Found,2000,19.41667,54.75667
Catalina 031,57299,Valid,L~6,1178,Found,2010,-25.23333,-69.71667
Dhofar 046,6745,Valid,H4,1177,Found,1999,19.1575,54.81967
Dhofar 397,7179,Valid,H5,1176,Found,2001,19.0388,54.88197
Pecora Escarpment 02071,18253,Valid,L5,1175,Found,2002,-85.63333,-68.7
Ramlat al Wahibah 027,45898,Valid,H5,1174.41,Found,2006,21.26005,58.39152
Jiddat al Harasis 394,51660,Valid,L~6,1174.4,Found,2003,19.30128,55.80838
Graves Nunataks 95204,10964,Valid,H5,1173.7,Found,1995,-86.71667,-141.5
Dhofar 1024,6826,Valid,H5/6,1173,Found,2002,19.30618,54.49478
Jiddat al Harasis 564,50953,Valid,H6,1173,Found,2008,19.68675,56.14413
Pecora Escarpment 91019,18310,Valid,L5,1172.5,Found,1991,-85.66871,-69.05194
Elephant Moraine 87540,8090,Valid,L6,1172.4,Found,1987,-76.28432,157.2153
Ramlat as Sahmah 318,51990,Valid,L5,1172.4,Found,2009,20.89335,55.4936
Asuka 882063,4772,Valid,H4,1171.38,Found,1988,-72,26
ShiÅ™r 176,56406,Valid,L6,1170,Found,2010,18.22012,53.82097
Dhofar 395,7177,Valid,H6,1168,Found,2001,19.03642,54.88535
Hammadah al Hamra 078,11561,Valid,H5,1167,Found,1994,29.189,12.26583
Asuka 880770,3479,Valid,H6,1166.03,Found,1988,-72,26
Dhofar 1601,52623,Valid,L5,1166,Found,2003,19.185,54.631
Acfer 347,353,Valid,L3,1165,Found,2001,27.68333,4.3
Sayh al Uhaymir 068,23260,Valid,H5,1165,Found,2001,21.32667,57.17833
Dhofar 291,7074,Valid,L5,1164,Found,2000,18.24833,54.10333
Elephant Moraine 87541,8091,Valid,L6,1161.4,Found,1987,-75.98619,155.69836
Yamato 81075,29136,Valid,L4,1161.37,Found,1981,-71.5,35.66667
Acfer 134,143,Valid,L5,1161,Found,1990,27.76667,4.53333
Snyder Hill,23658,Valid,L5,1160,Found,1994,32.15833,-111.11333
Dhofar 123,6908,Valid,H6,1159,Found,2000,19.0145,54.60433
Elephant Moraine 87534,8084,Valid,L5,1155.3,Found,1987,-76.18333,157.16667
Dhofar 751,7497,Valid,H6,1155,Found,2000,18.89213,54.71285
Elephant Moraine 92030,9432,Valid,L6,1151.2,Found,1992,-76.07441,155.92739
Allan Hills A76008,1315,Valid,H6,1150,Found,1976,-76.71667,159.66667
Northwest Africa 734,17816,Valid,L5,1150,Found,1999,32.33333,-3.5
Dhofar 1074,6881,Valid,H5,1150,Found,2001,18.73953,54.19547
Meteorite Hills 00442,15677,Valid,L4,1149.2,Found,2000,-79.68333,155.75
Dar al Gani 637,6184,Valid,L6,1149,Found,1998,26.88217,16.65167
Tiffa 008,31349,Valid,CO3,1149,Found,2001,20.35833,11.85
Meteorite Hills 00448,15683,Valid,L5,1148.7,Found,2000,-79.68333,155.75
Hammadah al Hamra 176,11659,Valid,L6,1147,Found,1996,28.6595,13.30567
Allan Hills A79016,1891,Valid,H6,1146,Found,1979,-76.71667,159.66667
Sayh al Uhaymir 514,51931,Valid,L5,1145.1,Found,2009,20.71282,57.12162
Asuka 881608,4317,Valid,LL6,1143.05,Found,1988,-72,26
MacAlpine Hills 88118,15282,Valid,L5,1142.3,Found,1988,-84.21667,160.5
Yamato 793408,28757,Valid,H3.2-an,1140,Found,1979,-71.5,35.66667
Devri-Khera,6696,Valid,L6,1140,Fell,1994,24.225,76.525
Jiddat al Harasis 064,12126,Valid,L6,1140,Found,2000,19.63623,55.64393
Dhofar 338,7121,Valid,H4,1140,Found,2001,18.76167,54.70333
Dhofar 1728,56355,Valid,L6,1140,Found,2011,18.9842,54.64507
Allan Hills A76006,1313,Valid,H6,1137,Found,1976,-76.71667,159.66667
Aguemour 004,403,Valid,H5,1137,Found,1990,27.33333,4.5
Asuka 881124,3833,Valid,L3.5,1136.8,Found,1988,-72,26
Allan Hills 84069,671,Valid,H5,1136.3,Found,1984,-76.75137,158.84018
Tanezrouft 063,23864,Valid,H4,1135,Found,2002,25.19583,0.23667
Allan Hills A77182,1494,Valid,H5,1134.7,Found,1977,-76.71667,159.66667
Dhofar 1516,52390,Valid,H5,1134,Found,2008,18.40867,54.59533
Hammadah al Hamra 181,11664,Valid,LL4-6,1133,Found,1996,28.5845,12.9045
Queen Alexandra Range 90203,19008,Valid,H6,1132.1,Found,1990,-84.59301,162.78483
Hajmah (c),11476,Valid,L5/6,1132,Found,1958,19.91667,56.25
Asuka 882005,4714,Valid,H3,1131.49,Found,1988,-72,26
Graves Nunataks 98014,11006,Valid,H5,1130.7,Found,1998,-86.71667,-141.5
Ramlat as Sahmah 330,52619,Valid,L5,1130,Found,2004,20.07917,56.33317
Grosvenor Mountains 85209,11218,Valid,L6,1126.1,Found,1985,-85.66667,175
Dar al Gani 322,5870,Valid,H4,1126,Found,1997,27.09917,16.14033
Gheriat 002,10910,Valid,L6,1125,Found,1990,30.50667,12.215
Dar al Gani 558,6106,Valid,L5,1125,Found,1997,27.54767,15.847
San Juan 062,54828,Valid,H5,1125,Found,2010,-25.42517,-69.69017
Dhofar 1611,52634,Valid,H5,1124,Found,2003,19.13333,54.65267
Yamato 82177,29371,Valid,H6,1122.64,Found,1982,-71.5,35.66667
Dar al Gani 705,6252,Valid,H5/6,1120,Found,1999,26.96667,16.4
Northwest Africa 251,17663,Valid,L5,1120,Found,1999,29.91667,-5.58333
Ramlat as Sahmah 337,55643,Valid,H3.6,1119.8,Found,2010,20.81403,55.46177
Ramlat as Sahmah 397,55493,Valid,L6,1118.8,Found,2010,20.1465,55.70913
Meteorite Hills 00459,15694,Valid,LL6,1118.7,Found,2000,-79.68333,155.75
Meteorite Hills 01021,16254,Valid,LL5,1116.6,Found,2001,-79.68333,159.75
Thiel Mountains 82405,23917,Valid,H6,1115.7,Found,1982,-85.25,-91
Asuka 882023,4732,Valid,Mesosiderite,1115.45,Found,1988,-72,26
Allan Hills 84068,670,Valid,H5,1114.1,Found,1984,-76.92766,156.94055
Adrar Madet,385,Valid,H5/6,1113,Found,1997,18.5,10.4
Dougherty,7724,Valid,L6,1113,Found,2002,33.97917,-101.2
Queen Alexandra Range 93027,19116,Valid,H5,1109.6,Found,1993,-84.57278,162.08628
Anoka,2307,Valid,"Iron, IAB-sLM",1108,Found,1961,45.2,-93.43333
Catalina 032,57300,Valid,H4,1107,Found,2010,-25.23333,-69.71667
Aguemour 015,414,Valid,L4,1106,Found,1993,27.50972,4.16111
Dar al Gani 587,6134,Valid,L6,1105,Found,1998,27.1515,16.083
Northwest Africa 835,17861,Valid,H6,1104,Found,2000,28.00083,-9.27
MacAlpine Hills 88117,15281,Valid,L6,1103.8,Found,1988,-84.21667,160.5
Asuka 87339,2696,Valid,H4,1103.15,Found,1987,-72,26
Dar al Gani 821,6368,Valid,H4/5,1103,Found,2000,26.99533,16.44683
Grove Mountains 020158,30687,Valid,L4,1101.8,Found,2003,-72.97667,75.27083
Mianchi,16631,Valid,H5,1100,Fell,1980,34.8,111.7
Hughes 047,11971,Valid,H5/6,1100,Found,1993,-30.31667,129.73333
Hammadah al Hamra 206,11689,Valid,L6,1100,Found,1997,28.58883,13.334
Dhofar 562,7323,Valid,H5,1100,Found,2001,18.72745,54.38548
Yamato 793444,28793,Valid,H4,1099,Found,1979,-71.5,35.66667
ShiÅ™r 033,23568,Valid,CR,1097.72,Found,2002,18.34725,53.7477
Grosvenor Mountains 95510,11238,Valid,L6,1097.3,Found,1995,-85.66667,175
El M’©dano 172,57320,Valid,H~5,1097,Found,2011,-24.85,-70.53333
Dhofar 095,6794,Valid,H3,1095,Found,1999,18.67917,54.58783
MacAlpine Hills 87302,15245,Valid,L4,1094.6,Found,1987,-84.21667,160.5
Wisconsin Range 91603,24293,Valid,L4,1092.4,Found,1991,-86.52673,-123.68588
Yamato 74191,24569,Valid,L3.7,1091.6,Found,1974,-71.83333,35.51944
Northwest Africa 052,17062,Valid,L5,1088,Found,1998,31.11667,-5.18333
Dhofar 1232,33924,Valid,H4,1088,Found,2005,18.895667,54.343556
Yamato 793201,28550,Valid,L6,1087,Found,1979,-71.5,35.66667
Thiel Mountains 91701,23929,Valid,L4,1086,Found,1991,-85.16247,-94.56929
Dar al Gani 459,6007,Valid,L6,1082,Found,1998,27.81433,15.9145
Sayh al Uhaymir 214,23387,Valid,L5,1081.8,Found,2003,20.42087,57.35927
Graves Nunataks 98041,11033,Valid,L6,1081.5,Found,1998,-86.71667,-141.5
Hammadah al Hamra 056,11539,Valid,LL6,1080,Found,1994,28.673,13.16467
Dar al Gani 951,6491,Valid,L5,1080,Found,2000,27.90167,15.8635
Asuka 881769,4478,Valid,L4,1079.28,Found,1988,-72,26
Bates Nunataks A78004,4971,Valid,LL6,1079,Found,1978,-80.25,153.5
Hammadah al Hamra 261,11744,Valid,Eucrite,1078,Found,2000,28.455,12.85083
Dhofar 1636,55284,Valid,L5,1078,Found,2004,18.4015,54.32383
Pampa de Mejillones 007,54641,Valid,L6,1075,Found,2003,-23.22911,-70.45575
Dhofar 245,7028,Valid,L6,1074.6,Found,2001,18.663,54.71183
Al Huqf 008,441,Valid,L6,1074.3,Found,2002,19.84203,57.00747
Ramlat as Sahmah 264,48632,Valid,L6,1074,Found,1989,20.70923,55.42876
Shahdad,52642,Valid,H5,1074,Found,2005,30.55383,57.78417
El Djouf 006,7801,Valid,L6,1072,Found,1989,23.66667,-1.58333
Acfer 157,166,Valid,L6,1072,Found,1990,27.66667,4.23333
Acfer 388,44853,Valid,H4,1072,Found,2004,27.61667,3.86667
Asuka 87008,2365,Valid,L4,1071.86,Found,1987,-72,26
Asuka 881991,4700,Valid,L6,1071.19,Found,1988,-72,26
Jiddat al Harasis 321,45845,Valid,H5,1070.75,Found,2002,19.73335,55.72442
Jiddat al Harasis 120,34032,Valid,H5,1070.7,Found,2002,19.73335,55.724417
Neptune Mountains,16944,Valid,"Iron, IAB complex",1070,Found,1964,-83.25,-55
Dhofar 013,6712,Valid,H4,1070,Found,2000,18.36667,54.23667
Sayh al Uhaymir 262,23435,Valid,L6,1069.5,Found,2003,20.63642,57.28727
Al Huqf 050,35485,Valid,H4,1066.2,Found,2002,19.60308,57.03332
Acfer 046,56,Valid,H5,1066,Found,1989,27.78333,4.7
SoÅätmany,53829,Valid,L6,1066,Fell,2011,54.00883,22.005
Yamato 74640,25018,Valid,H6,1065.9,Found,1974,-71.71389,35.99722
Jiddat al Harasis 578,51920,Valid,H6,1064.3,Found,2009,19.7642,56.29888
Jiddat al Harasis 468,48619,Valid,L6,1064.1,Found,2007,19.8144,56.47422
Dhofar 1472,51615,Valid,LL6,1064.1,Found,2008,18.57433,54.14937
Dhofar 1517,52391,Valid,H5,1064,Found,2008,18.92633,54.41283
Dhofar 979,30550,Valid,Ureilite,1063,Found,2004,19.75667,54.93667
Ilafegh 017,44890,Valid,H5,1063,Found,2004,21.59067,1.52417
Powell Peak 002,54526,Valid,L4,1062,Found,2008,34.7049,-114.34572
Meteorite Hills 01022,16255,Valid,LL5,1060.3,Found,2001,-79.68333,159.75
Deakin 007,6631,Valid,H6,1060,Found,1989,-30.16667,128.66667
Jiddat al Harasis 028,12116,Valid,H4,1060,Found,2000,19.62167,55.40833
Elephant Moraine 83201,7843,Valid,H6,1059.8,Found,1983,-76.295,157.28833
Jiddat al Harasis 389,51655,Valid,H~6,1059.7,Found,2003,19.27943,55.76672
Johannessen Nunataks 01001,12176,Valid,H5,1058.7,Found,2001,-72.85833,161.13611
Zelfana,31353,Valid,L5,1058,Found,2002,32.15833,4.63333
Dhofar 394,7176,Valid,H5,1057,Found,2001,19.03612,54.88805
Dhofar 019,6718,Valid,Martian (shergottite),1056,Found,2000,18.315,54.14833
Tanezrouft 080,31341,Valid,L(LL)5,1056,Found,2003,24.6544,-0.56928
MacAlpine Hills 87307,15250,Valid,H4,1055.6,Found,1987,-84.21667,160.5
Hammadah al Hamra 167,11650,Valid,LL4-5,1055,Found,1996,28.87683,12.42017
Dar al Gani 602,6149,Valid,L6,1055,Found,1998,26.99317,16.13933
Yamato 791028,26377,Valid,H5,1053,Found,1979,-71.5,35.66667
Dar al Gani 737,6284,Valid,L3,1053,Found,1998,27.1895,16.0645
Allan Hills A81019,1979,Valid,H5,1051.2,Found,1981,-76.82743,158.21117
Queen Alexandra Range 93001,19091,Valid,Mesosiderite,1050.8,Found,1993,-84.61702,162.23253
Mangalo,15404,Valid,L6,1050,Found,1975,-33.56667,136.65
Naiman,16896,Valid,L6,1050,Found,1982,42.83333,120.66667
Dar al Gani 333,5881,Valid,H5-6,1050,Found,1997,27.13017,16.23183
Dar al Gani 619,6166,Valid,L6,1050,Found,1998,27.47883,16.30367
Dhofar 1726,56423,Valid,H3,1050,Found,2011,19.1823,54.88755
Asuka 881091,3800,Valid,L6,1049.54,Found,1988,-72,26
Dhofar 1693,56199,Valid,L4,1049,Found,2011,18.46253,54.65335
Nyanga Lake 002,17967,Valid,H4/5,1048.9,Found,1986,-29.62833,126.32167
Umm as Samim 002,24116,Valid,H5,1048,Found,2001,21.32333,56.42167
El M’©dano 154,57187,Valid,L6,1047,Found,2011,-24.85,-70.53333
LaPaz Icefield 02321,12588,Valid,LL5,1046,Found,2002,-86.36667,-70
Yamato 74115,24493,Valid,H5,1045.1,Found,1974,-71.80833,36.1375
Allan Hills A77269,1580,Valid,L6,1045,Found,1977,-76.71667,159.66667
Allan Hills A78050,1666,Valid,L6,1045,Found,1978,-76.71667,159.66667
Dhofar 154,6939,Valid,H5,1045,Found,2000,19.1175,54.82683
Yamato 792772,28121,Valid,LL4,1044,Found,1979,-71.5,35.66667
Jiddat al Harasis 590,51939,Valid,H5,1044,Found,2009,19.4225,56.70018
Al Huqf 007,440,Valid,L5,1042.7,Found,2002,19.84128,57.00953
Elephant Moraine 92002,9404,Valid,CK5,1041,Found,1992,-76.02353,155.79752
Dar al Gani 593,6140,Valid,L6,1040,Found,1998,27.63917,15.881
Kharga,12290,Valid,"Iron, IVA",1040,Found,2000,31.1325,25.04717
Dhofar 1226,33918,Valid,L5,1040,Found,2005,18.688528,54.326528
Dhofar 1475,51616,Valid,L~6,1039.2,Found,2008,18.6031,54.17775
Rooikop 001,22652,Valid,H5,1039,Found,1991,-23.08333,14.715
Ramlat as Sahmah 339,55645,Valid,H3.6-6,1035.8,Found,2010,20.79882,55.46208
Paposo 008,57339,Valid,H~5,1035,Found,2011,-25,-70.46667
Dhofar 396,7178,Valid,H5,1033,Found,2001,19.03585,54.88523
Sayh al Uhaymir 269,23442,Valid,H4-5,1033,Found,2003,20.72777,57.18842
Dar al Gani 948,6488,Valid,L6,1032,Found,2000,27.68717,15.97717
Sayh al Uhaymir 546,56095,Valid,H5,1031.7,Found,2011,20.59947,57.14294
Sayh al Uhaymir 472,48637,Valid,H5,1031.4,Found,2002,20.38612,56.93883
Tanezrouft 079,31340,Valid,H6,1031,Found,2003,24.58025,-0.51863
Dar al Gani 500,6048,Valid,H4/5,1030,Found,1997,27.33083,16.28317
Dar al Gani 641,6188,Valid,H5,1030,Found,1998,26.96417,16.46917
Dhofar 748,7494,Valid,H6,1030,Found,2000,18.77152,54.71638
Queen Alexandra Range 99096,21548,Valid,H6,1029.2,Found,1999,-84,168
Ceniceros,5306,Valid,L3.7,1025,Fell,1988,26.46667,-105.23333
Dar al Gani 075,5591,Valid,H4,1025,Found,1995,27.19967,16.03567
Dhofar 153,6938,Valid,H6,1025,Found,2000,19.11067,54.81633
Sayh al Uhaymir 076,23268,Valid,L6,1024.9,Found,2001,20.7325,57.122
Jiddat al Harasis 439,48590,Valid,H4,1024.3,Found,2007,19.5815,56.44063
Asuka 881850,4559,Valid,L6,1024.01,Found,1988,-72,26
Dhofar 037,6736,Valid,H5,1024,Found,1999,19.11733,54.79683
Pecora Escarpment 02072,18254,Valid,LL6,1021.9,Found,2002,-85.63333,-68.7
Acfer 004,14,Valid,L6,1020,Found,1989,27.58333,3.81667
Catalina 018,57184,Valid,L6,1018,Found,2010,-25.23333,-69.71667
Hammadah al Hamra 303,11786,Valid,H5,1016,Found,2000,28.54083,13.39917
Asuka 881075,3784,Valid,H,1015.56,Found,1988,-72,26
Yamato 791956,27305,Valid,L6,1015,Found,1979,-71.5,35.66667
Jiddat al Harasis 666,56221,Valid,H4-6,1015,Found,2011,19.77022,55.594
Grosvenor Mountains 95509,11237,Valid,H5,1014,Found,1995,-85.66667,175
Venus,24160,Valid,H4,1013,Found,1960,32.4,-97.08333
Dhofar 1545,52407,Valid,H4,1013,Found,2008,18.5745,54.59033
Grove Mountains 022038,46573,Valid,L5,1012,Found,2003,-72.78167,75.30278
Tanezrouft 082,31343,Valid,CM2,1012,Found,2003,24.81727,-0.43427
Dar al Gani 045,5561,Valid,H6,1010,Found,1995,27.14617,16.16367
Hammadah al Hamra 123,11606,Valid,LL4,1010,Found,1995,28.47517,13.19633
Allan Hills 99506,1307,Valid,H5,1009.2,Found,1999,-76.71667,159.66667
Acfer 211,219,Valid,H3.9,1009,Found,1991,27.46472,3.78167
Dar al Gani 397,5945,Valid,L6,1008,Found,1998,27.81833,15.91533
Queen Alexandra Range 02100,18913,Valid,LL5,1007.5,Found,2002,-84,168
Jiddat al Harasis 102,12161,Valid,H5,1007.33,Found,1998,19.51185,56.98178
Yamato 81016,29077,Valid,H5,1006.33,Found,1981,-71.5,35.66667
Dar al Gani 148,5696,Valid,H5,1006,Found,1996,27.04567,16.3795
Dhofar 1553,52424,Valid,H4,1006,Found,2009,18.85033,54.3845
Salar de Imilac,23106,Valid,H5,1005,Found,2000,-24.20333,-68.805
Jiddat al Harasis 352,51620,Valid,H~6,1005,Found,2003,19.36033,55.6278
Ramlat as Sahmah 320,51992,Valid,L6,1002.3,Found,2009,20.8728,55.42773
Hammadah al Hamra 048,11531,Valid,H4/5,1002,Found,1994,28.49033,13.3055
Dar al Gani 369,5917,Valid,H/L3.5,1001,Found,1997,27.94867,15.90133
Dhofar 066,6765,Valid,H5/6,1001,Found,1999,19.18467,54.6725
Jiddat al Harasis 013,12101,Valid,H5,1001,Found,1999,19.17117,56.15583
Rio Rancho,55670,Valid,L6,1001,Found,2011,35.3,-106.63333
Queen Alexandra Range 99018,21470,Valid,H4,1000.2,Found,1999,-84,168
Sierra County,23589,Valid,H5,1000,Found,1962,33,-107.5
Aioun el Atrouss,423,Valid,Diogenite-pm,1000,Fell,1974,16.39806,-9.57028
Forrest 009,10132,Valid,L6,1000,Found,1979,-30.15,128.08333
Namib Desert,16901,Valid,H4,1000,Found,1979,-24.75,15.36667
Lavras do Sul,52092,Valid,L5,1000,Found,1985,-30.8,-53.9
Uchkuduk,24098,Valid,L6,1000,Fell,1989,41.76667,62.51667
Tahara,23784,Valid,H4/5,1000,Fell,1991,34.72,137.305
Grosvenor Mountains 95507,11235,Valid,H6,1000,Found,1995,-85.66667,175
Northwest Africa 513,17764,Valid,L4/5,1000,Found,1999,23.6,-5
Northwest Africa 740,17819,Valid,H5,1000,Found,2000,30.25,-4.41667
Aguemour 017,416,Valid,L6,1000,Found,2001,27.4,4.35
Jiddat al Harasis 119,34031,Valid,L~6,1000,Found,2004,19.77455,56.72408
Los Cerrillos,45815,Valid,H4,1000,Found,2006,-28.9725,-63.341111
Dhofar 1496,51572,Valid,LL(L)3,1000,Found,2008,18.68712,54.42
