name,id,nametype,recclass,mass (g),fall,year,reclat,reclong
Elephant Moraine 90018,8428,Valid,CK5,31.4,Found,1990,-76.2885,156.4519
Elephant Moraine 90208,8617,Valid,L6,31.4,Found,1990,-76.28408,156.48126
Elephant Moraine 90028,8438,Valid,CK5,31.3,Found,1990,-76.28025,156.47035
Elephant Moraine 90420,8829,Valid,L6,31.1,Found,1990,-76.27263,156.42814
Elephant Moraine 90667,9076,Valid,L6,31,Found,1990,-76.27144,156.42433
Elephant Moraine 90874,9283,Valid,L6,30.9,Found,1990,-76.27403,156.50263
Elephant Moraine 90003,8413,Valid,CK5,30.8,Found,1990,-76.29145,156.411
Elephant Moraine 90695,9104,Valid,L6,30.6,Found,1990,-76.2804,156.42536
Elephant Moraine 90086,8495,Valid,L6,30.5,Found,1990,-76.28378,156.45397
Frontier Mountain 90059,10457,Valid,H5,30.4,Found,1990,-72.95417,160.52512
Elephant Moraine 90550,8959,Valid,L6,30.3,Found,1990,-76.28214,156.47376
Elephant Moraine 90632,9041,Valid,L6,30.2,Found,1990,-76.27016,156.41444
Elephant Moraine 90753,9162,Valid,L6,30.2,Found,1990,-76.28498,156.46089
Elephant Moraine 90009,8419,Valid,CK5,30.1,Found,1990,-76.28169,156.40267
Elephant Moraine 90719,9128,Valid,L6,30.1,Found,1990,-76.27806,156.42597
Elephant Moraine 90907,9316,Valid,L6,30.1,Found,1990,-76.28118,156.49524
Elephant Moraine 90032,8442,Valid,LL6,30,Found,1990,-76.27944,156.41678
Elephant Moraine 90532,8941,Valid,L6,29.9,Found,1990,-76.28151,156.45995
Elephant Moraine 90846,9255,Valid,L6,29.9,Found,1990,-76.27538,156.5118
Elephant Moraine 90856,9265,Valid,L6,29.9,Found,1990,-76.28339,156.5057
Elephant Moraine 90410,8819,Valid,L6,29.7,Found,1990,-76.27022,156.42413
Queen Alexandra Range 90281,19085,Valid,L5,29.3,Found,1990,-84.61131,162.13068
Elephant Moraine 90137,8546,Valid,L6,29.1,Found,1990,-76.27041,156.45093
Elephant Moraine 90765,9174,Valid,L6,29.1,Found,1990,-76.28453,156.46033
Elephant Moraine 90835,9244,Valid,L6,29.1,Found,1990,-76.27266,156.50435
Elephant Moraine 90851,9260,Valid,L6,29.1,Found,1990,-76.28021,156.51229
Elephant Moraine 90375,8784,Valid,L6,29,Found,1990,-76.27412,156.42056
Elephant Moraine 90216,8625,Valid,L6,28.9,Found,1990,-76.2719,156.502
Elephant Moraine 90360,8769,Valid,L6,28.9,Found,1990,-76.27664,156.36894
Elephant Moraine 90572,8981,Valid,L6,28.9,Found,1990,-76.26798,156.44092
Elephant Moraine 90746,9155,Valid,L6,28.7,Found,1990,-76.2827,156.44476
Elephant Moraine 90082,8491,Valid,L6,28.6,Found,1990,-76.27992,156.43152
Elephant Moraine 90222,8631,Valid,L6,28.6,Found,1990,-76.2884,156.47501
Elephant Moraine 90928,9337,Valid,L6,28.5,Found,1990,-76.27406,156.43205
Elephant Moraine 90326,8735,Valid,L6,28.3,Found,1990,-76.28107,156.47478
Elephant Moraine 90955,9364,Valid,L6,28.3,Found,1990,-76.27683,156.43768
Elephant Moraine 90272,8681,Valid,L6,28.1,Found,1990,-76.27056,156.45325
Elephant Moraine 90560,8969,Valid,L6,28.1,Found,1990,-76.28234,156.47428
Elephant Moraine 90002,8412,Valid,CK5,28,Found,1990,-76.27929,156.39567
Frontier Mountain 90058,10456,Valid,L7,28,Found,1990,-72.95547,160.43796
Elephant Moraine 90199,8608,Valid,L6,27.9,Found,1990,-76.27913,156.50143
Elephant Moraine 90702,9111,Valid,L6,27.6,Found,1990,-76.27992,156.40561
Elephant Moraine 90313,8722,Valid,H5,27.5,Found,1990,-76.28084,156.47723
Elephant Moraine 90958,9367,Valid,L6,27.4,Found,1990,-76.27835,156.42811
Elephant Moraine 90764,9173,Valid,L6,27.3,Found,1990,-76.28451,156.46501
Elephant Moraine 90392,8801,Valid,L6,27.2,Found,1990,-76.268,156.43448
Elephant Moraine 90564,8973,Valid,L6,27.2,Found,1990,-76.28217,156.4466
Elephant Moraine 90646,9055,Valid,L6,27.2,Found,1990,-76.2767,156.4175
Elephant Moraine 90797,9206,Valid,L6,27,Found,1990,-76.28233,156.47658
Frontier Mountain 90070,10468,Valid,L4,27,Found,1990,-72.95457,160.50221
Elephant Moraine 90131,8540,Valid,L6,26.9,Found,1990,-76.28585,156.45513
Elephant Moraine 90602,9011,Valid,L6,26.9,Found,1990,-76.27799,156.43025
Elephant Moraine 90145,8554,Valid,L6,26.8,Found,1990,-76.28022,156.51418
Elephant Moraine 90193,8602,Valid,L6,26.7,Found,1990,-76.28297,156.50308
Elephant Moraine 90658,9067,Valid,L6,26.7,Found,1990,-76.27134,156.43101
Elephant Moraine 90074,8483,Valid,L6,26.6,Found,1990,-76.28739,156.48265
Elephant Moraine 90964,9373,Valid,L6,26.6,Found,1990,-76.26923,156.43909
Elephant Moraine 90638,9047,Valid,L6,26.5,Found,1990,-76.27574,156.42327
Elephant Moraine 90155,8564,Valid,L6,26.2,Found,1990,-76.28327,156.48787
Elephant Moraine 90859,9268,Valid,L6,26.2,Found,1990,-76.28739,156.47888
Elephant Moraine 90860,9269,Valid,L6,26.2,Found,1990,-76.28501,156.47914
Elephant Moraine 90117,8526,Valid,L6,26.1,Found,1990,-76.27068,156.45224
Elephant Moraine 90616,9025,Valid,H5,26.1,Found,1990,-76.27323,156.41981
Elephant Moraine 90691,9100,Valid,L6,26.1,Found,1990,-76.2796,156.4276
Elephant Moraine 90833,9242,Valid,L6,26.1,Found,1990,-76.27318,156.5121
Elephant Moraine 90844,9253,Valid,L6,26.1,Found,1990,-76.28281,156.50549
Elephant Moraine 90409,8818,Valid,L6,26,Found,1990,-76.26848,156.42674
Queen Alexandra Range 90277,19081,Valid,H6,26,Found,1990,-84.59534,162.76926
Elephant Moraine 90826,9235,Valid,L6,25.7,Found,1990,-76.28373,156.46717
Elephant Moraine 90890,9299,Valid,L6,25.7,Found,1990,-76.28622,156.49326
Elephant Moraine 90206,8615,Valid,L6,25.6,Found,1990,-76.28591,156.49551
Elephant Moraine 90307,8716,Valid,L6,25.6,Found,1990,-76.28772,156.47867
Elephant Moraine 90604,9013,Valid,L6,25.6,Found,1990,-76.27429,156.4347
Elephant Moraine 90631,9040,Valid,L6,25.5,Found,1990,-76.28281,156.45131
Elephant Moraine 90662,9071,Valid,L6,25.5,Found,1990,-76.27191,156.42868
Elephant Moraine 90936,9345,Valid,L6,25.5,Found,1990,-76.26984,156.43535
Elephant Moraine 90084,8493,Valid,L6,25.4,Found,1990,-76.28144,156.43003
Elephant Moraine 90513,8922,Valid,L6,25.4,Found,1990,-76.28453,156.45958
Elephant Moraine 90682,9091,Valid,L6,25.2,Found,1990,-76.27158,156.44175
Elephant Moraine 90773,9182,Valid,L6,25.2,Found,1990,-76.2845,156.46274
Elephant Moraine 90626,9035,Valid,L6,25.1,Found,1990,-76.26686,156.43224
Elephant Moraine 90184,8593,Valid,L6,25,Found,1990,-76.27363,156.48838
Elephant Moraine 90215,8624,Valid,H5,25,Found,1990,-76.2786,156.52637
Elephant Moraine 90888,9297,Valid,L6,25,Found,1990,-76.28536,156.49204
Elephant Moraine 90690,9099,Valid,L6,24.9,Found,1990,-76.27294,156.44296
Elephant Moraine 90431,8840,Valid,L6,24.8,Found,1990,-76.26638,156.40148
Elephant Moraine 90531,8940,Valid,L6,24.8,Found,1990,-76.28259,156.46533
Elephant Moraine 90712,9121,Valid,L6,24.8,Found,1990,-76.27872,156.41298
Frontier Mountain 90226,10615,Valid,H5/6,24.79,Found,1990,-72.95583,160.43833
Elephant Moraine 90192,8601,Valid,L6,24.7,Found,1990,-76.27775,156.51207
Elephant Moraine 90340,8749,Valid,L6,24.6,Found,1990,-76.26948,156.48461
Elephant Moraine 90173,8582,Valid,L6,24.5,Found,1990,-76.28438,156.47693
Frontier Mountain 90166,10558,Valid,H6,24.41,Found,1990,-72.9531,160.44698
Elephant Moraine 90197,8606,Valid,L6,24.4,Found,1990,-76.28223,156.49249
Elephant Moraine 90198,8607,Valid,L6,24.3,Found,1990,-76.2861,156.47762
Elephant Moraine 90882,9291,Valid,L6,24.3,Found,1990,-76.28771,156.48194
Elephant Moraine 90639,9048,Valid,L6,24.2,Found,1990,-76.27616,156.4211
Frontier Mountain 90163,10555,Valid,L4-6,24.05,Found,1990,-72.95435,160.50937
Elephant Moraine 90423,8832,Valid,L6,24,Found,1990,-76.27697,156.42384
Mundrabilla 018,16869,Valid,Howardite,24,Found,1990,-30.5,127.5
Elephant Moraine 90006,8416,Valid,CK5,23.9,Found,1990,-76.28523,156.44781
Elephant Moraine 90819,9228,Valid,L6,23.9,Found,1990,-76.28373,156.45834
Elephant Moraine 90948,9357,Valid,L6,23.9,Found,1990,-76.27646,156.43239
Elephant Moraine 90202,8611,Valid,L6,23.8,Found,1990,-76.26882,156.50404
Elephant Moraine 90286,8695,Valid,L6,23.8,Found,1990,-76.28024,156.43924
Elephant Moraine 90783,9192,Valid,L6,23.8,Found,1990,-76.28377,156.46178
Elephant Moraine 90869,9278,Valid,L6,23.8,Found,1990,-76.28538,156.4963
Elephant Moraine 90913,9322,Valid,L6,23.8,Found,1990,-76.28384,156.47414
Elephant Moraine 90301,8710,Valid,L6,23.5,Found,1990,-76.28119,156.47879
Elephant Moraine 90510,8919,Valid,L6,23.5,Found,1990,-76.28902,156.43485
Frontier Mountain 90234,10622,Valid,L6,23.47,Found,1990,-72.95564,160.44117
Elephant Moraine 90900,9309,Valid,L6,23.4,Found,1990,-76.28431,156.47701
Elephant Moraine 90932,9341,Valid,L6,23.4,Found,1990,-76.27447,156.44173
Frontier Mountain 90158,10550,Valid,H4-5,23.33,Found,1990,-72.95413,160.5034
Frontier Mountain 90160,10552,Valid,L/LL4,23.32,Found,1990,-72.95404,160.50371
Elephant Moraine 90637,9046,Valid,L6,23.3,Found,1990,-76.27134,156.42751
Elephant Moraine 90217,8626,Valid,L6,23.2,Found,1990,-76.27133,156.52369
Elephant Moraine 90389,8798,Valid,L6,23.2,Found,1990,-76.26948,156.42946
Elephant Moraine 90211,8620,Valid,L6,23.1,Found,1990,-76.27784,156.48975
Elephant Moraine 90397,8806,Valid,L6,23.1,Found,1990,-76.26833,156.40602
Elephant Moraine 90628,9037,Valid,L3.4,23.1,Found,1990,-76.29366,156.36046
Elephant Moraine 90683,9092,Valid,L6,23.1,Found,1990,-76.27894,156.44137
Elephant Moraine 90938,9347,Valid,L6,23,Found,1990,-76.2721,156.42752
Elephant Moraine 90078,8487,Valid,L6,22.9,Found,1990,-76.26699,156.45895
Elephant Moraine 90259,8668,Valid,L6,22.9,Found,1990,-76.27308,156.48512
Elephant Moraine 90571,8980,Valid,L6,22.9,Found,1990,-76.2783,156.43498
Elephant Moraine 90694,9103,Valid,L6,22.9,Found,1990,-76.28927,156.42524
Elephant Moraine 90927,9336,Valid,L6,22.9,Found,1990,-76.2705,156.43542
Elephant Moraine 90024,8434,Valid,Eucrite-br,22.8,Found,1990,-76.28843,156.47872
Elephant Moraine 90568,8977,Valid,L6,22.8,Found,1990,-76.26959,156.43945
Elephant Moraine 90570,8979,Valid,L6,22.8,Found,1990,-76.27518,156.43953
Elephant Moraine 90677,9086,Valid,L6,22.8,Found,1990,-76.26993,156.45267
Elephant Moraine 90739,9148,Valid,L6,22.8,Found,1990,-76.26871,156.44923
Elephant Moraine 90087,8496,Valid,L6,22.7,Found,1990,-76.27955,156.46541
Elephant Moraine 90317,8726,Valid,L6,22.7,Found,1990,-76.28105,156.47271
Elephant Moraine 90329,8738,Valid,L6,22.5,Found,1990,-76.2811,156.43614
Elephant Moraine 90226,8635,Valid,L6,22.4,Found,1990,-76.27407,156.50042
Roosevelt County 074,22729,Valid,L5,22.2,Found,1990,34.08333,-103.51667
Elephant Moraine 90057,8467,Valid,L6,22.1,Found,1990,-76.28141,156.47503
Elephant Moraine 90723,9132,Valid,L6,22.1,Found,1990,-76.27832,156.42565
Elephant Moraine 90396,8805,Valid,L6,22,Found,1990,-76.26553,156.40974
Elephant Moraine 90134,8543,Valid,L6,21.9,Found,1990,-76.26865,156.46633
Elephant Moraine 90185,8594,Valid,L6,21.9,Found,1990,-76.27695,156.49708
Elephant Moraine 90730,9139,Valid,L6,21.9,Found,1990,-76.27292,156.44431
Elephant Moraine 90858,9267,Valid,L6,21.9,Found,1990,-76.28686,156.47994
Elephant Moraine 90130,8539,Valid,L6,21.8,Found,1990,-76.28116,156.47876
Frontier Mountain 90045,10443,Valid,L4,21.8,Found,1990,-72.95623,160.43854
Elephant Moraine 90243,8652,Valid,L6,21.7,Found,1990,-76.26641,156.40377
Elephant Moraine 90743,9152,Valid,L6,21.7,Found,1990,-76.27926,156.42027
Elephant Moraine 90944,9353,Valid,L6,21.7,Found,1990,-76.27406,156.43688
Elephant Moraine 90179,8588,Valid,H5,21.6,Found,1990,-76.27414,156.5056
Elephant Moraine 90720,9129,Valid,L6,21.6,Found,1990,-76.27728,156.44274
Elephant Moraine 90019,8429,Valid,Ureilite,21.5,Found,1990,-76.281,156.39468
Elephant Moraine 90648,9057,Valid,L6,21.5,Found,1990,-76.27103,156.43345
Elephant Moraine 90952,9361,Valid,L6,21.5,Found,1990,-76.27103,156.43809
Elephant Moraine 90520,8929,Valid,L6,21.4,Found,1990,-76.28272,156.46237
Elephant Moraine 90755,9164,Valid,H5,21.4,Found,1990,-76.28599,156.44997
Elephant Moraine 90160,8569,Valid,L6,21.3,Found,1990,-76.28279,156.49686
Elephant Moraine 90183,8592,Valid,L6,21.3,Found,1990,-76.28298,156.47846
Elephant Moraine 90315,8724,Valid,L6,21.3,Found,1990,-76.28788,156.42289
Elephant Moraine 90556,8965,Valid,L6,21.3,Found,1990,-76.28314,156.43256
Elephant Moraine 90845,9254,Valid,L6,21.3,Found,1990,-76.27793,156.48952
Elephant Moraine 90036,8446,Valid,CK5,21.2,Found,1990,-76.27931,156.41939
Elephant Moraine 90069,8479,Valid,H5,21.1,Found,1990,-76.26903,156.46517
Elephant Moraine 90310,8719,Valid,L6,21.1,Found,1990,-76.28496,156.42746
Elephant Moraine 90733,9142,Valid,L6,21.1,Found,1990,-76.27239,156.4385
Elephant Moraine 90223,8632,Valid,L6,21,Found,1990,-76.27901,156.49837
Elephant Moraine 90603,9012,Valid,L6,21,Found,1990,-76.27252,156.41035
Frontier Mountain 90075,10472,Valid,H5,21,Found,1990,-72.95364,160.44301
Hammadah al Hamra 030,11513,Valid,H5,21,Found,1990,28.76667,12.83333
Elephant Moraine 90518,8927,Valid,L6,20.9,Found,1990,-76.28516,156.44125
Elephant Moraine 90678,9087,Valid,L6,20.9,Found,1990,-76.26638,156.44915
Elephant Moraine 90798,9207,Valid,L6,20.9,Found,1990,-76.28535,156.44404
Elephant Moraine 90014,8424,Valid,CK5,20.8,Found,1990,-76.28547,156.43303
Gheriat 001,10909,Valid,H5,20.8,Found,1990,30.65833,12.30667
Elephant Moraine 90132,8541,Valid,L6,20.6,Found,1990,-76.27821,156.42007
Elephant Moraine 90384,8793,Valid,L6,20.6,Found,1990,-76.27591,156.41334
Elephant Moraine 90574,8983,Valid,L6,20.6,Found,1990,-76.27064,156.43566
Elephant Moraine 90959,9368,Valid,H5,20.6,Found,1990,-76.27537,156.44138
Frontier Mountain 90073,10470,Valid,H6,20.6,Found,1990,-72.95563,160.46457
Elephant Moraine 90210,8619,Valid,L6,20.5,Found,1990,-76.28583,156.4869
Elephant Moraine 90292,8701,Valid,L6,20.4,Found,1990,-76.27981,156.43139
Elephant Moraine 90596,9005,Valid,L6,20.3,Found,1990,-76.27649,156.42737
Elephant Moraine 90736,9145,Valid,L6,20.3,Found,1990,-76.26893,156.44203
Frontier Mountain 90048,10446,Valid,H6,20.3,Found,1990,-72.95489,160.43796
Elephant Moraine 90539,8948,Valid,L6,20.2,Found,1990,-76.28583,156.44156
Allan Hills 90410,1253,Valid,H5,20.1,Found,1990,-76.97765,156.92485
Elephant Moraine 90112,8521,Valid,L6,20,Found,1990,-76.26857,156.45213
Elephant Moraine 90174,8583,Valid,L6,20,Found,1990,-76.28629,156.48989
Elephant Moraine 90843,9252,Valid,L6,20,Found,1990,-76.28681,156.49212
Elephant Moraine 90721,9130,Valid,H5,19.9,Found,1990,-76.28104,156.403
Elephant Moraine 90881,9290,Valid,L6,19.8,Found,1990,-76.27835,156.49957
Elephant Moraine 90949,9358,Valid,L6,19.8,Found,1990,-76.27253,156.43308
Elephant Moraine 90850,9259,Valid,L6,19.7,Found,1990,-76.27994,156.50071
Elephant Moraine 90930,9339,Valid,L6,19.7,Found,1990,-76.27432,156.44064
Elephant Moraine 90021,8431,Valid,CM2,19.6,Found,1990,-76.26811,156.4562
Elephant Moraine 90168,8577,Valid,L6,19.6,Found,1990,-76.26799,156.50322
Elephant Moraine 90884,9293,Valid,L6,19.6,Found,1990,-76.28452,156.48347
Elephant Moraine 90186,8595,Valid,L6,19.5,Found,1990,-76.28071,156.48123
Elephant Moraine 90275,8684,Valid,L6,19.5,Found,1990,-76.28799,156.47813
Elephant Moraine 90387,8796,Valid,L6,19.5,Found,1990,-76.27814,156.39369
Elephant Moraine 90810,9219,Valid,L6,19.5,Found,1990,-76.28324,156.46829
Elephant Moraine 90841,9250,Valid,L6,19.5,Found,1990,-76.28683,156.48353
Elephant Moraine 90164,8573,Valid,L6,19.4,Found,1990,-76.28788,156.47024
Elephant Moraine 90627,9036,Valid,L6,19.3,Found,1990,-76.26978,156.43451
Elephant Moraine 90680,9089,Valid,L6,19.3,Found,1990,-76.26767,156.44644
Elephant Moraine 90418,8827,Valid,L6,19.1,Found,1990,-76.27427,156.42246
Elephant Moraine 90554,8963,Valid,L6,19.1,Found,1990,-76.28341,156.46279
Elephant Moraine 90573,8982,Valid,L6,19.1,Found,1990,-76.27068,156.43706
Elephant Moraine 90699,9108,Valid,L6,19.1,Found,1990,-76.27847,156.39784
Elephant Moraine 90245,8654,Valid,L6,19,Found,1990,-76.2876,156.4681
Elephant Moraine 90643,9052,Valid,L6,19,Found,1990,-76.27612,156.4271
Elephant Moraine 90840,9249,Valid,L6,19,Found,1990,-76.28716,156.48633
Elephant Moraine 90876,9285,Valid,L6,19,Found,1990,-76.28205,156.4896
Frontier Mountain 90047,10445,Valid,L4,19,Found,1990,-72.95337,160.52512
Elephant Moraine 90668,9077,Valid,L6,18.8,Found,1990,-76.26636,156.43538
Frontier Mountain 90028,10426,Valid,L(?)3,18.8,Found,1990,-72.95359,160.50952
Elephant Moraine 90512,8921,Valid,H5,18.7,Found,1990,-76.28632,156.46017
Elephant Moraine 90953,9362,Valid,L6,18.7,Found,1990,-76.27111,156.43756
Elephant Moraine 90097,8506,Valid,H6,18.6,Found,1990,-76.28563,156.42033
Elephant Moraine 90842,9251,Valid,L6,18.6,Found,1990,-76.28015,156.48001
Elephant Moraine 90725,9134,Valid,L6,18.5,Found,1990,-76.2773,156.40184
Elephant Moraine 90314,8723,Valid,L6,18.4,Found,1990,-76.27347,156.47667
Elephant Moraine 90576,8985,Valid,L6,18.4,Found,1990,-76.27094,156.43571
Elephant Moraine 90581,8990,Valid,L6,18.4,Found,1990,-76.28218,156.47658
Elephant Moraine 90075,8484,Valid,L6,18.3,Found,1990,-76.28279,156.4178
Frontier Mountain 90006,10405,Valid,L/LL3,18.3,Found,1990,-72.97296,160.48444
Frontier Mountain 90152,10544,Valid,H5,18.3,Found,1990,-72.95556,160.4661
Frontier Mountain 90231,10620,Valid,L5,18.21,Found,1990,-72.955,160.44083
Elephant Moraine 90380,8789,Valid,L6,18.2,Found,1990,-76.26968,156.40335
Elephant Moraine 90429,8838,Valid,L6,18.2,Found,1990,-76.26941,156.41234
Elephant Moraine 90685,9094,Valid,L6,18.2,Found,1990,-76.26961,156.44217
Elephant Moraine 90154,8563,Valid,L6,18.1,Found,1990,-76.27392,156.50891
Elephant Moraine 90049,8459,Valid,CK5,18,Found,1990,-76.28143,156.40313
Elephant Moraine 90940,9349,Valid,L6,18,Found,1990,-76.26729,156.44219
Elephant Moraine 90973,9382,Valid,L6,18,Found,1990,-76.27599,156.43265
Elephant Moraine 90151,8560,Valid,H6,17.9,Found,1990,-76.26864,156.5012
Elephant Moraine 90536,8945,Valid,L6,17.9,Found,1990,-76.28458,156.46467
Elephant Moraine 90271,8680,Valid,L6,17.8,Found,1990,-76.28109,156.43579
Elephant Moraine 90748,9157,Valid,L6,17.8,Found,1990,-76.28653,156.44095
Elephant Moraine 90903,9312,Valid,L6,17.8,Found,1990,-76.28351,156.4814
Elephant Moraine 90697,9106,Valid,L6,17.7,Found,1990,-76.26729,156.45056
Frontier Mountain 90069,10467,Valid,H6,17.7,Found,1990,-72.95431,160.50065
Elephant Moraine 90537,8946,Valid,L6,17.6,Found,1990,-76.2805,156.47031
Elephant Moraine 90688,9097,Valid,L6,17.6,Found,1990,-76.26828,156.44387
Elephant Moraine 90793,9202,Valid,L6,17.5,Found,1990,-76.28317,156.46285
Frontier Mountain 90054,10452,Valid,Ureilite,17.5,Found,1990,-72.95578,160.43857
Frontier Mountain 90238,10626,Valid,H5,17.41,Found,1990,-72.95506,160.43796
Elephant Moraine 90279,8688,Valid,L6,17.4,Found,1990,-76.27274,156.45152
Elephant Moraine 90931,9340,Valid,L6,17.4,Found,1990,-76.2735,156.43041
Elephant Moraine 90567,8976,Valid,L6,17.3,Found,1990,-76.27687,156.43392
Elephant Moraine 90065,8475,Valid,L6,17.2,Found,1990,-76.28242,156.42791
Elephant Moraine 90088,8497,Valid,L6,17.2,Found,1990,-76.27056,156.45229
Elephant Moraine 90368,8777,Valid,L6,17.2,Found,1990,-76.27185,156.43184
Elephant Moraine 90752,9161,Valid,L6,17.2,Found,1990,-76.28707,156.4607
Elephant Moraine 90935,9344,Valid,L6,17.2,Found,1990,-76.27239,156.4328
Elephant Moraine 90102,8511,Valid,EL6,17,Found,1990,-76.27683,156.473
Elephant Moraine 90425,8834,Valid,L6,17,Found,1990,-85.63333,157.16667
Elephant Moraine 90058,8468,Valid,L6,16.9,Found,1990,-76.28316,156.50704
Elephant Moraine 90232,8641,Valid,L6,16.9,Found,1990,-76.28795,156.46841
Elephant Moraine 90220,8629,Valid,L6,16.8,Found,1990,-76.2806,156.52197
Elephant Moraine 90323,8732,Valid,L6,16.8,Found,1990,-76.27919,156.43432
Elephant Moraine 90090,8499,Valid,L6,16.7,Found,1990,-76.28064,156.4712
Elephant Moraine 90623,9032,Valid,L5,16.7,Found,1990,-76.26978,156.43236
Queen Alexandra Range 90278,19082,Valid,L5,16.7,Found,1990,-84.60273,162.43539
Frontier Mountain 90150,10542,Valid,H6,16.66,Found,1990,-72.9535,160.52665
Elephant Moraine 90684,9093,Valid,L6,16.6,Found,1990,-76.27199,156.44076
Elephant Moraine 90654,9063,Valid,L6,16.5,Found,1990,-76.27208,156.43668
Frontier Mountain 90024,10422,Valid,H5,16.5,Found,1990,-72.95488,160.47328
Frontier Mountain 90029,10427,Valid,H4,16.5,Found,1990,-72.9535,160.51411
Elephant Moraine 90304,8713,Valid,H5,16.4,Found,1990,-76.26602,156.45969
Elephant Moraine 90170,8579,Valid,L6,16.3,Found,1990,-76.2746,156.52833
Elephant Moraine 90411,8820,Valid,L6,16.3,Found,1990,-76.28748,156.45385
Elephant Moraine 90698,9107,Valid,L6,16.3,Found,1990,-76.18333,157.16667
Elephant Moraine 90971,9380,Valid,L6,16.3,Found,1990,-76.27072,156.43456
Elephant Moraine 90665,9074,Valid,L6,16.2,Found,1990,-76.27567,156.4317
Elephant Moraine 90332,8741,Valid,L6,16.1,Found,1990,-76.26687,156.45655
Elephant Moraine 90657,9066,Valid,L5,16.1,Found,1990,-76.26635,156.48655
Elephant Moraine 90875,9284,Valid,L6,16.1,Found,1990,-76.28667,156.4847
Elephant Moraine 90990,9399,Valid,H5,16.1,Found,1990,-76.27802,156.47659
Elephant Moraine 90365,8774,Valid,L6,16,Found,1990,-76.2731,156.42689
Elephant Moraine 90729,9138,Valid,L6,16,Found,1990,-76.27065,156.44674
Frontier Mountain 90027,10425,Valid,H3,16,Found,1990,-72.95404,160.50371
Elephant Moraine 90737,9146,Valid,L6,15.9,Found,1990,-76.27043,156.44332
Elephant Moraine 90371,8780,Valid,L6,15.8,Found,1990,-76.2759,156.37133
Elephant Moraine 90877,9286,Valid,L6,15.8,Found,1990,-76.27256,156.51212
Elephant Moraine 90987,9396,Valid,L6,15.8,Found,1990,-76.27103,156.43552
Frontier Mountain 90050,10448,Valid,H5,15.8,Found,1990,-72.9556,160.43857
Elephant Moraine 90650,9059,Valid,L5,15.7,Found,1990,-76.27739,156.42867
Allan Hills 90414,1257,Valid,H5,15.6,Found,1990,-77.02314,156.98036
Elephant Moraine 90017,8427,Valid,CK5,15.6,Found,1990,-76.27159,156.41451
Elephant Moraine 90153,8562,Valid,L6,15.6,Found,1990,-76.27951,156.50857
Elephant Moraine 90218,8627,Valid,L6,15.6,Found,1990,-76.28316,156.47162
Elephant Moraine 90566,8975,Valid,L5,15.6,Found,1990,-76.28652,156.43322
Elephant Moraine 90579,8988,Valid,L6,15.6,Found,1990,-76.27762,156.43847
Elephant Moraine 90696,9105,Valid,L6,15.6,Found,1990,-76.2707,156.44592
Elephant Moraine 90941,9350,Valid,L6,15.6,Found,1990,-76.27668,156.52532
Elephant Moraine 90022,8432,Valid,CK5,15.5,Found,1990,-76.28573,156.45721
Elephant Moraine 90135,8544,Valid,L6,15.5,Found,1990,-76.26862,156.45523
Elephant Moraine 90540,8949,Valid,L6,15.5,Found,1990,-76.2826,156.4644
Elephant Moraine 90974,9383,Valid,L6,15.5,Found,1990,-76.27534,156.44146
Frontier Mountain 90130,10523,Valid,H3-5,15.5,Found,1990,-72.95488,160.47328
Elephant Moraine 90108,8517,Valid,L6,15.4,Found,1990,-76.27067,156.45316
Elephant Moraine 90181,8590,Valid,L6,15.4,Found,1990,-76.27466,156.49913
Elephant Moraine 90297,8706,Valid,L6,15.4,Found,1990,-76.27985,156.43558
Elephant Moraine 90379,8788,Valid,L6,15.4,Found,1990,-76.27425,156.41678
Frontier Mountain 90135,10528,Valid,LL4,15.4,Found,1990,-72.95404,160.50402
Frontier Mountain 90239,10627,Valid,H6,15.39,Found,1990,-72.95489,160.44775
Elephant Moraine 90172,8581,Valid,L6,15.3,Found,1990,-76.27937,156.49958
Elephant Moraine 90242,8651,Valid,L6,15.3,Found,1990,-76.27482,156.49048
Elephant Moraine 90276,8685,Valid,L6,15.3,Found,1990,-76.28354,156.43424
Elephant Moraine 90282,8691,Valid,L6,15.3,Found,1990,-76.27985,156.47636
Elephant Moraine 90828,9237,Valid,L6,15.1,Found,1990,-76.28538,156.43421
Elephant Moraine 90957,9366,Valid,L6,15.1,Found,1990,-76.27112,156.43603
Frontier Mountain 90175,10566,Valid,H5,15.03,Found,1990,-72.95488,160.47328
Elephant Moraine 90305,8714,Valid,L6,15,Found,1990,-76.26685,156.46091
Elephant Moraine 90894,9303,Valid,L6,15,Found,1990,-76.28509,156.48139
Frontier Mountain 90224,10613,Valid,H6,14.91,Found,1990,-72.95578,160.43857
Elephant Moraine 90180,8589,Valid,L6,14.9,Found,1990,-76.28473,156.48503
Elephant Moraine 90528,8937,Valid,L6,14.9,Found,1990,-76.28747,156.43672
Elephant Moraine 90954,9363,Valid,L6,14.9,Found,1990,-76.27205,156.43567
Frontier Mountain 90142,10535,Valid,L3,14.9,Found,1990,-72.95556,160.45386
Frontier Mountain 90162,10554,Valid,L6,14.81,Found,1990,-72.95404,160.50371
Elephant Moraine 90620,9029,Valid,L6,14.8,Found,1990,-76.27581,156.43096
Elephant Moraine 90652,9061,Valid,L6,14.8,Found,1990,-76.27733,156.42608
